,idhod,hodnota,ukaz_kod,vzdelani_cis,vzdelani_kod,vek_cis,vek_kod,pohlavi_cis,pohlavi_kod,uzemi_cis,uzemi_kod,sldb_rok,sldb_datum,ukaz_txt,vzdelani_txt,vek_txt,pohlavi_txt,uzemi_txt,uzemi_typ
558037,987553104,3350,3162,1294,11,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Jihomoravský kraj,kraj
558038,987553105,9292,3162,1294,11,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Jihomoravský kraj,kraj
558040,987553351,507,3162,1294,11,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Jihomoravský kraj,kraj
558041,987553352,557,3162,1294,11,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Jihomoravský kraj,kraj
558043,987552986,16652,3162,1294,12,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Jihomoravský kraj,kraj
558044,987552987,22981,3162,1294,12,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Jihomoravský kraj,kraj
558046,987553228,211,3162,1294,12,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Jihomoravský kraj,kraj
558047,987553229,268,3162,1294,12,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,žena,Jihomoravský kraj,kraj
558049,987552874,60758,3162,1294,13,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,muž,Jihomoravský kraj,kraj
558050,987552985,66283,3162,1294,13,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,žena,Jihomoravský kraj,kraj
558052,987553226,15679,3162,1294,13,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,muž,Jihomoravský kraj,kraj
558053,987553227,11308,3162,1294,13,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Jihomoravský kraj,kraj
558055,987552872,6116,3162,1294,14,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Jihomoravský kraj,kraj
558056,987552873,4236,3162,1294,14,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Jihomoravský kraj,kraj
558058,987553116,2483,3162,1294,14,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Jihomoravský kraj,kraj
558059,987553225,915,3162,1294,14,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Jihomoravský kraj,kraj
558061,987553106,462,3162,1294,15,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Jihomoravský kraj,kraj
558062,987553107,579,3162,1294,15,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Jihomoravský kraj,kraj
558064,987553353,164,3162,1294,15,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,muž,Jihomoravský kraj,kraj
558065,987553354,279,3162,1294,15,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,žena,Jihomoravský kraj,kraj
558067,987552994,125943,3162,5784,105,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,muž,Jihomoravský kraj,kraj
558068,987552995,83322,3162,5784,105,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,žena,Jihomoravský kraj,kraj
558070,987553236,46991,3162,5784,105,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,muž,Jihomoravský kraj,kraj
558071,987553348,45649,3162,5784,105,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,žena,Jihomoravský kraj,kraj
558073,987552990,60657,3162,5784,121,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,muž,Jihomoravský kraj,kraj
558074,987552991,59865,3162,5784,121,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,žena,Jihomoravský kraj,kraj
558076,987553232,13880,3162,5784,121,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,muž,Jihomoravský kraj,kraj
558077,987553233,19221,3162,5784,121,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,žena,Jihomoravský kraj,kraj
558079,987553108,7352,3162,1294,202,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,muž,Jihomoravský kraj,kraj
558080,987553109,6795,3162,1294,202,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,žena,Jihomoravský kraj,kraj
558082,987553355,1071,3162,1294,202,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,muž,Jihomoravský kraj,kraj
558083,987553356,2716,3162,1294,202,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,žena,Jihomoravský kraj,kraj
558085,987553114,1827,3162,1294,203,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,muž,Jihomoravský kraj,kraj
558086,987553115,4130,3162,1294,203,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,žena,Jihomoravský kraj,kraj
558088,987553471,748,3162,1294,203,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,muž,Jihomoravský kraj,kraj
558089,987553472,1657,3162,1294,203,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,žena,Jihomoravský kraj,kraj
558091,987553112,23376,3162,1294,900,1035,1300150064,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,muž,Jihomoravský kraj,kraj
558092,987553113,13797,3162,1294,900,1035,1300150064,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,žena,Jihomoravský kraj,kraj
558094,987553359,4621,3162,1294,900,1035,1200659999,102.0,1.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,muž,Jihomoravský kraj,kraj
558095,987553360,6438,3162,1294,900,1035,1200659999,102.0,2.0,100,3115,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,žena,Jihomoravský kraj,kraj
558097,987552269,1638,3162,1294,1,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558098,987552270,1195,3162,1294,1,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558100,987552511,244,3162,1294,1,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558101,987552512,556,3162,1294,1,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558103,987552158,2703,3162,1294,2,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558104,987552159,2279,3162,1294,2,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558106,987552395,399,3162,1294,2,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558107,987552504,1706,3162,1294,2,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558109,987552154,19402,3162,1294,3,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558110,987552155,20407,3162,1294,3,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558112,987552391,3238,3162,1294,3,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558113,987552392,16789,3162,1294,3,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558115,987552150,20511,3162,1294,8,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558116,987552151,30078,3162,1294,8,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558118,987552387,4619,3162,1294,8,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558119,987552388,9350,3162,1294,8,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558121,987552160,1939,3162,1294,11,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558122,987552161,4226,3162,1294,11,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558124,987552505,233,3162,1294,11,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558125,987552506,211,3162,1294,11,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558127,987552042,6253,3162,1294,12,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558128,987552149,10189,3162,1294,12,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558130,987552385,131,3162,1294,12,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558131,987552386,150,3162,1294,12,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558133,987552040,22563,3162,1294,13,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558134,987552041,26874,3162,1294,13,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558136,987552277,6688,3162,1294,13,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558137,987552384,4954,3162,1294,13,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558139,987552038,1756,3162,1294,14,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558140,987552039,1346,3162,1294,14,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558142,987552275,589,3162,1294,14,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558143,987552276,302,3162,1294,14,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558145,987552265,192,3162,1294,15,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Olomoucký kraj,kraj
558146,987552266,217,3162,1294,15,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Olomoucký kraj,kraj
558148,987552507,81,3162,1294,15,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,muž,Olomoucký kraj,kraj
558149,987552508,110,3162,1294,15,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,žena,Olomoucký kraj,kraj
558151,987552156,71471,3162,5784,105,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558152,987552157,48337,3162,5784,105,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558154,987552393,27493,3162,5784,105,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558155,987552394,27062,3162,5784,105,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558157,987552152,32104,3162,5784,121,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558158,987552153,31928,3162,5784,121,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558160,987552389,7993,3162,5784,121,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558161,987552390,10536,3162,5784,121,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558163,987552267,4078,3162,1294,202,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,muž,Olomoucký kraj,kraj
558164,987552268,3624,3162,1294,202,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,žena,Olomoucký kraj,kraj
558166,987552509,532,3162,1294,202,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,muž,Olomoucký kraj,kraj
558167,987552510,1213,3162,1294,202,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,žena,Olomoucký kraj,kraj
558169,987552273,715,3162,1294,203,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,muž,Olomoucký kraj,kraj
558170,987552274,2018,3162,1294,203,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,žena,Olomoucký kraj,kraj
558172,987553573,347,3162,1294,203,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,muž,Olomoucký kraj,kraj
558173,987553574,866,3162,1294,203,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,žena,Olomoucký kraj,kraj
558175,987552271,13218,3162,1294,900,1035,1300150064,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,muž,Olomoucký kraj,kraj
558176,987552272,7645,3162,1294,900,1035,1300150064,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,žena,Olomoucký kraj,kraj
558178,987552513,2647,3162,1294,900,1035,1200659999,102.0,1.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,muž,Olomoucký kraj,kraj
558179,987553572,3679,3162,1294,900,1035,1200659999,102.0,2.0,100,3123,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,žena,Olomoucký kraj,kraj
558181,987553810,1113,3162,1294,1,1035,1300150064,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,muž,Zlínský kraj,kraj
558182,987553811,873,3162,1294,1,1035,1300150064,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,žena,Zlínský kraj,kraj
558184,987552012,135,3162,1294,1,1035,1200659999,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,muž,Zlínský kraj,kraj
558185,987552013,403,3162,1294,1,1035,1200659999,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,žena,Zlínský kraj,kraj
558187,987553696,2342,3162,1294,2,1035,1300150064,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,muž,Zlínský kraj,kraj
558188,987553697,1886,3162,1294,2,1035,1300150064,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,žena,Zlínský kraj,kraj
558190,987551898,378,3162,1294,2,1035,1200659999,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,muž,Zlínský kraj,kraj
558191,987552005,1525,3162,1294,2,1035,1200659999,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,žena,Zlínský kraj,kraj
558193,987553692,16464,3162,1294,3,1035,1300150064,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,muž,Zlínský kraj,kraj
558194,987553693,17902,3162,1294,3,1035,1300150064,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,žena,Zlínský kraj,kraj
558196,987551894,3225,3162,1294,3,1035,1200659999,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,muž,Zlínský kraj,kraj
558197,987551895,18235,3162,1294,3,1035,1200659999,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,žena,Zlínský kraj,kraj
558199,987553688,18352,3162,1294,8,1035,1300150064,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,muž,Zlínský kraj,kraj
558200,987553689,28134,3162,1294,8,1035,1300150064,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,žena,Zlínský kraj,kraj
558202,987551890,3850,3162,1294,8,1035,1200659999,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,muž,Zlínský kraj,kraj
558203,987551891,8234,3162,1294,8,1035,1200659999,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,žena,Zlínský kraj,kraj
558205,987553698,1275,3162,1294,11,1035,1300150064,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Zlínský kraj,kraj
558206,987553699,3516,3162,1294,11,1035,1300150064,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Zlínský kraj,kraj
558208,987552006,230,3162,1294,11,1035,1200659999,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Zlínský kraj,kraj
558209,987552007,224,3162,1294,11,1035,1200659999,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Zlínský kraj,kraj
558211,987553579,5579,3162,1294,12,1035,1300150064,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Zlínský kraj,kraj
558212,987553687,10128,3162,1294,12,1035,1300150064,102.0,2.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Zlínský kraj,kraj
558214,987551888,106,3162,1294,12,1035,1200659999,102.0,1.0,100,3131,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Zlínský kraj,kraj
